date,platform,campaign_name,campaign_type,industry,device,impressions,clicks,cost,conversions,revenue
2024-06-10,TikTok Ads,Campaign_49,Video,EdTech,Tablet,13698,1792,481.23,,1507.37
2024-10-14,Meta Ads,Campaign_78,Video,Ecommerce,Desktop,17242,8369,1425.67,2615.0,79.51
2024-05-06,Google Ads,Campaign_68,Shopping,Ecommerce,Mobile,3260,3145,1973.15,3081.0,4496.18
2024-02-21,TikTok Ads,Campaign_17,Search,Ecommerce,Desktop,16225,12155,4282.84,5930.0,16772.06
2025-03-19,TikTok Ads,Campaign_112,Search,Ecommerce,Mobile,19418,2387,395.65,1897.0,36.51
2024-10-12,Meta Ads,Campaign_53,Search,Finance,Tablet,13055,11221,2788.82,10281.0,2148.45
2025-01-14,TikTok Ads,Campaign_81,Search,Ecommerce,Mobile,1620,1296,4884.17,,6158.94
2024-09-18,TikTok Ads,Campaign_15,Search,Healthcare,Mobile,7903,1784,2168.48,239.0,2319.56
2024-02-28,Google Ads,Campaign_74,Video,Ecommerce,Tablet,19755,2093,3346.66,458.0,3886.57
2024-11-11,Meta Ads,Campaign_5,Search,Finance,Desktop,1352,575,980.9,202.0,1238.05
2024-01-12,TikTok Ads,Campaign_108,Video,EdTech,Desktop,19380,7407,4931.58,,
2024-07-21,TikTok Ads,Campaign_95,Search,Ecommerce,Desktop,10547,9860,589.89,6026.0,2081.19
2025-03-27,Google Ads,Campaign_59,Search,Ecommerce,Desktop,6113,2563,642.89,,1627.25
2024-09-19,Meta Ads,Campaign_6,Search,EdTech,Desktop,17524,10002,2744.76,,600.63
2025-02-07,TikTok Ads,Campaign_7,Video,Finance,Desktop,12647,5248,1457.88,4959.0,
2024-07-21,Google Ads,Campaign_113,Video,Healthcare,Tablet,1326,1310,3129.29,1212.0,4390.24
2024-07-28,TikTok Ads,Campaign_18,Search,Healthcare,Desktop,1301,673,540.73,311.0,232.0
2024-03-09,Google Ads,Campaign_3,Shopping,Ecommerce,Tablet,11831,11343,4996.65,2105.0,18595.95
2024-05-27,TikTok Ads,Campaign_44,Shopping,EdTech,Mobile,19397,15245,2179.2,9859.0,4414.58
2024-08-23,Google Ads,Campaign_105,Search,Finance,Desktop,6209,2188,3453.34,188.0,8314.6
2024-01-05,Google Ads,Campaign_108,Shopping,Healthcare,Mobile,1810,1094,3949.34,78.0,12020.97
2024-04-24,Meta Ads,Campaign_10,Shopping,Healthcare,Desktop,12644,3004,3256.6,2486.0,14493.74
2025-01-04,TikTok Ads,Campaign_23,Video,Ecommerce,Desktop,3599,1537,50.37,669.0,104.38
2024-09-14,Google Ads,Campaign_6,Video,Healthcare,Mobile,4466,1468,2923.11,54.0,14166.2
2024-01-11,Meta Ads,Campaign_35,Video,EdTech,Tablet,3881,3380,4829.97,2413.0,22922.33
2024-12-13,Google Ads,Campaign_59,Search,Finance,Desktop,5450,1566,2734.58,347.0,446.07
2024-10-14,Meta Ads,Campaign_50,Video,Finance,Tablet,19361,529,4485.24,242.0,8496.16
2024-04-05,Meta Ads,Campaign_110,Shopping,Healthcare,Desktop,4635,4425,4732.82,469.0,15816.15
2024-09-16,TikTok Ads,Campaign_27,Video,Ecommerce,Mobile,5539,1672,1784.44,788.0,1907.91
2024-08-11,TikTok Ads,Campaign_115,Shopping,Ecommerce,Tablet,11332,9988,4246.1,4722.0,18479.26
2024-11-30,Meta Ads,Campaign_107,Shopping,EdTech,Desktop,4090,210,2956.21,56.0,773.77
2024-09-22,Google Ads,Campaign_119,Video,Healthcare,Mobile,386,145,3378.73,106.0,4285.4
2024-12-06,Google Ads,Campaign_2,Search,EdTech,Mobile,5631,2060,210.03,150.0,508.77
2024-04-18,Meta Ads,Campaign_44,Video,Ecommerce,Desktop,6240,197,1364.59,134.0,
2024-04-29,Google Ads,Campaign_34,Shopping,Ecommerce,Mobile,14109,13779,2872.14,9963.0,13273.83
2024-12-17,Google Ads,Campaign_5,Video,Healthcare,Tablet,11115,6820,841.93,320.0,3154.91
2024-12-13,Meta Ads,Campaign_22,Shopping,Ecommerce,Tablet,18249,9597,835.21,,3152.83
2025-03-03,TikTok Ads,Campaign_66,Video,Finance,Desktop,5272,52,1122.36,20.0,2005.52
2025-01-31,TikTok Ads,Campaign_46,Search,Ecommerce,Tablet,18835,4385,656.62,338.0,3270.44
2025-01-25,Google Ads,Campaign_76,Search,Finance,Desktop,7925,3107,2800.02,,9053.48
2024-06-27,TikTok Ads,Campaign_68,Video,Healthcare,Desktop,7618,782,2942.63,,
2024-11-25,Meta Ads,Campaign_97,Shopping,Finance,Mobile,19574,16184,520.38,11294.0,1385.07
2025-02-03,Google Ads,Campaign_101,Search,EdTech,Tablet,8163,5058,862.21,964.0,1738.48
2024-03-18,Meta Ads,Campaign_65,Video,Finance,Tablet,19988,17467,3207.99,20.0,14470.86
2024-12-17,Meta Ads,Campaign_87,Video,Finance,Tablet,6402,4521,2234.93,5.0,7382.51
2024-06-20,TikTok Ads,Campaign_22,Shopping,EdTech,Mobile,5083,624,101.09,29.0,237.2
2025-03-28,TikTok Ads,Campaign_79,Search,Finance,Mobile,4244,3343,2167.73,1811.0,6734.97
2024-06-16,Meta Ads,Campaign_86,Video,EdTech,Mobile,6851,5104,1623.75,2723.0,6184.91
2024-08-21,Meta Ads,Campaign_116,Search,EdTech,Tablet,15410,9678,3112.43,8191.0,5271.54
2024-09-02,Meta Ads,Campaign_8,Shopping,EdTech,Desktop,18037,16015,1627.02,4988.0,5156.15
2025-02-24,Google Ads,Campaign_92,Video,EdTech,Mobile,13881,85,3038.12,54.0,3140.61
2024-01-01,Meta Ads,Campaign_82,Video,Ecommerce,Tablet,17610,1284,2562.17,689.0,10498.24
2025-03-12,TikTok Ads,Campaign_109,Shopping,Ecommerce,Mobile,8631,5468,4989.81,,958.88
2024-12-08,Meta Ads,Campaign_28,Shopping,Finance,Desktop,8367,5297,1429.6,,728.62
2024-08-18,Google Ads,Campaign_59,Search,EdTech,Tablet,11463,402,2200.72,101.0,6708.82
2024-01-28,TikTok Ads,Campaign_92,Shopping,Ecommerce,Mobile,750,266,1397.21,213.0,6107.57
2024-09-01,Google Ads,Campaign_39,Shopping,EdTech,Desktop,8820,3476,4261.07,986.0,15294.43
2025-01-03,TikTok Ads,Campaign_108,Shopping,EdTech,Desktop,7572,1024,4478.99,216.0,6115.65
2024-01-13,Meta Ads,Campaign_16,Shopping,Healthcare,Tablet,19278,7203,3182.65,5274.0,8480.02
2024-10-28,Meta Ads,Campaign_61,Video,Finance,Tablet,19500,17148,345.67,14306.0,
2024-11-15,TikTok Ads,Campaign_105,Search,Ecommerce,Tablet,7026,6805,2769.15,2612.0,586.16
2024-05-21,Google Ads,Campaign_106,Search,Healthcare,Tablet,9280,7681,194.48,5251.0,627.33
2024-04-13,Google Ads,Campaign_18,Shopping,Ecommerce,Tablet,1965,1172,2544.38,598.0,12105.91
2024-04-07,Meta Ads,Campaign_115,Shopping,EdTech,Tablet,13246,1076,66.16,833.0,6.32
2025-02-16,Google Ads,Campaign_97,Search,Healthcare,Desktop,3600,3149,4169.95,2765.0,
2024-11-27,Meta Ads,Campaign_16,Shopping,Healthcare,Tablet,16007,14241,3715.01,12090.0,15803.7
2025-03-01,Google Ads,Campaign_4,Shopping,EdTech,Tablet,19072,10522,4212.39,3266.0,15258.51
2024-11-09,TikTok Ads,Campaign_106,Video,Healthcare,Tablet,12743,4091,3910.17,443.0,6257.35
2024-01-26,Meta Ads,Campaign_80,Video,Finance,Desktop,386,334,2098.36,98.0,3666.73
2024-07-12,Meta Ads,Campaign_59,Search,Finance,Desktop,19163,10707,4414.88,6192.0,19170.79
2024-09-10,TikTok Ads,Campaign_31,Shopping,Finance,Tablet,4885,594,2407.18,57.0,
2025-02-02,Meta Ads,Campaign_3,Shopping,Healthcare,Mobile,18228,1995,3060.4,1481.0,3884.93
2024-05-22,Google Ads,Campaign_58,Search,EdTech,Desktop,7276,551,2122.86,,566.26
2025-02-28,Google Ads,Campaign_17,Search,Healthcare,Tablet,10568,8070,598.15,1320.0,217.61
2024-09-18,Meta Ads,Campaign_29,Shopping,Healthcare,Mobile,16746,3851,3812.68,3412.0,8507.28
2024-08-04,Google Ads,Campaign_118,Shopping,EdTech,Desktop,7418,2371,3136.88,1725.0,7283.88
2024-03-07,Google Ads,Campaign_62,Shopping,Ecommerce,Tablet,15791,3475,1481.28,1909.0,1658.27
2024-04-10,Meta Ads,Campaign_68,Video,Healthcare,Desktop,2648,1858,871.39,1102.0,108.8
2024-04-04,Google Ads,Campaign_117,Shopping,Ecommerce,Tablet,4830,4064,1596.28,883.0,2229.35
2025-01-06,Google Ads,Campaign_81,Shopping,Healthcare,Desktop,17929,2693,4992.8,2163.0,17548.83
2024-02-25,TikTok Ads,Campaign_4,Shopping,Finance,Tablet,6651,464,1315.26,270.0,
2024-01-21,TikTok Ads,Campaign_10,Search,Healthcare,Desktop,3977,221,3614.58,,17497.43
2025-01-06,TikTok Ads,Campaign_36,Shopping,Finance,Desktop,13180,5426,2293.02,160.0,11436.99
2024-01-02,Meta Ads,Campaign_38,Shopping,EdTech,Mobile,4281,3245,1697.87,1589.0,356.93
2024-10-27,TikTok Ads,Campaign_34,Video,Ecommerce,Desktop,2882,998,3546.62,582.0,12162.33
2024-09-22,Meta Ads,Campaign_8,Search,Finance,Mobile,1401,445,2882.58,231.0,2883.54
2024-01-26,Google Ads,Campaign_36,Shopping,Finance,Desktop,6834,757,2531.86,,8964.65
2024-04-29,TikTok Ads,Campaign_39,Search,Ecommerce,Desktop,3712,433,4725.25,408.0,22520.01
2024-05-28,Google Ads,Campaign_105,Shopping,Ecommerce,Desktop,16950,15752,1688.28,4622.0,2674.96
2024-07-17,Google Ads,Campaign_83,Shopping,Healthcare,Tablet,9054,8490,940.73,770.0,3802.35
2024-03-30,TikTok Ads,Campaign_39,Shopping,Ecommerce,Tablet,4857,1436,1527.82,945.0,3832.0
2024-11-04,Google Ads,Campaign_22,Shopping,Ecommerce,Mobile,7662,7550,4315.27,3123.0,11399.91
2025-03-12,TikTok Ads,Campaign_104,Search,EdTech,Tablet,5235,4799,755.46,515.0,973.24
2024-10-12,Google Ads,Campaign_99,Video,Healthcare,Desktop,14497,4378,3179.37,4364.0,2042.81
2025-03-22,Meta Ads,Campaign_96,Shopping,EdTech,Mobile,3044,1725,1087.31,1240.0,1669.02
2024-06-12,Meta Ads,Campaign_8,Video,Healthcare,Tablet,18968,14430,356.84,11705.0,866.35
2024-02-14,Meta Ads,Campaign_81,Search,Healthcare,Desktop,5367,2890,1905.55,2757.0,5941.75
2024-12-24,Meta Ads,Campaign_36,Search,Healthcare,Desktop,16167,7351,1347.81,4286.0,
2024-02-19,Google Ads,Campaign_95,Search,Finance,Tablet,13690,9528,2504.69,6473.0,9544.23
2025-03-05,Google Ads,Campaign_26,Video,EdTech,Mobile,14708,9448,2692.48,7054.0,12301.89
2024-06-26,Meta Ads,Campaign_14,Video,EdTech,Tablet,15154,7810,4420.74,7676.0,21932.36
2024-12-15,Google Ads,Campaign_93,Shopping,Ecommerce,Desktop,7504,7426,401.58,865.0,398.28
2024-11-27,Meta Ads,Campaign_20,Search,EdTech,Tablet,16761,13336,3267.44,4488.0,9324.35
2025-03-30,Meta Ads,Campaign_74,Shopping,EdTech,Tablet,10782,9234,4850.94,5267.0,11353.93
2024-08-14,Google Ads,Campaign_28,Video,Finance,Tablet,2657,1932,348.93,507.0,343.37
2024-11-18,Meta Ads,Campaign_52,Video,Ecommerce,Tablet,8758,1473,3840.37,993.0,14463.98
2024-06-10,TikTok Ads,Campaign_84,Shopping,Ecommerce,Mobile,1716,1012,635.28,794.0,
2024-11-28,Meta Ads,Campaign_63,Shopping,Healthcare,Tablet,468,273,1372.26,20.0,5718.15
2025-02-19,Google Ads,Campaign_68,Search,Healthcare,Mobile,7077,850,811.36,256.0,245.69
2024-03-06,Google Ads,Campaign_68,Search,EdTech,Desktop,10176,3936,4338.22,,1835.66
2024-06-03,TikTok Ads,Campaign_81,Shopping,Ecommerce,Tablet,6506,1772,2158.58,170.0,2773.62
2024-06-24,Google Ads,Campaign_26,Video,Healthcare,Tablet,6441,493,4933.98,33.0,3143.46
2024-10-15,Meta Ads,Campaign_108,Search,Ecommerce,Mobile,2365,904,3640.52,752.0,15851.01
2025-01-15,Google Ads,Campaign_81,Video,Healthcare,Tablet,1037,70,4360.15,58.0,10394.49
2025-02-22,Meta Ads,Campaign_23,Shopping,Finance,Tablet,13404,4355,3629.84,933.0,
2024-04-21,Meta Ads,Campaign_91,Shopping,EdTech,Mobile,4787,833,1107.97,716.0,1714.88
2024-01-30,Meta Ads,Campaign_106,Video,Finance,Desktop,164,46,1216.72,25.0,1210.74
2024-06-01,Meta Ads,Campaign_32,Search,Finance,Tablet,12125,5785,3891.98,2886.0,
2024-11-14,TikTok Ads,Campaign_112,Shopping,Healthcare,Mobile,5966,4728,4515.01,4670.0,7094.02
2025-01-10,Google Ads,Campaign_61,Search,Ecommerce,Desktop,9907,6606,2659.86,5713.0,10535.93
2024-10-05,Google Ads,Campaign_98,Search,Finance,Desktop,15903,3212,650.97,1184.0,
2025-01-19,Google Ads,Campaign_15,Search,Finance,Mobile,12943,10306,3122.12,4016.0,14623.6
2024-01-09,TikTok Ads,Campaign_33,Search,Healthcare,Mobile,2995,2233,848.62,2216.0,
2024-05-16,Google Ads,Campaign_21,Search,EdTech,Tablet,3573,3177,1750.19,1825.0,562.89
2024-08-21,TikTok Ads,Campaign_19,Shopping,EdTech,Desktop,1499,1286,2633.73,535.0,
2024-03-02,Meta Ads,Campaign_18,Shopping,EdTech,Mobile,19428,375,4282.86,157.0,18927.93
2025-03-21,Meta Ads,Campaign_94,Search,Finance,Tablet,19503,10046,3671.92,267.0,5840.39
2024-01-07,Google Ads,Campaign_91,Search,Healthcare,Desktop,7342,6023,3449.21,2358.0,1336.32
2024-05-04,Google Ads,Campaign_52,Shopping,Ecommerce,Tablet,5161,1388,454.19,1225.0,
2024-04-19,TikTok Ads,Campaign_53,Video,EdTech,Desktop,3276,3085,781.87,1963.0,77.14
2024-11-20,Google Ads,Campaign_27,Shopping,Ecommerce,Tablet,18820,5769,1800.66,307.0,
2025-01-03,Meta Ads,Campaign_66,Shopping,EdTech,Mobile,6335,1236,500.16,427.0,1880.1
2024-09-09,TikTok Ads,Campaign_72,Shopping,Healthcare,Tablet,4274,394,2237.71,144.0,5234.79
2024-01-04,TikTok Ads,Campaign_5,Shopping,Ecommerce,Tablet,7943,1269,1378.43,572.0,5339.5
2024-01-22,Google Ads,Campaign_28,Video,Healthcare,Tablet,14860,629,4837.01,239.0,13286.41
2024-08-31,Google Ads,Campaign_95,Shopping,Ecommerce,Tablet,1986,900,2643.43,704.0,5666.87
2024-06-21,Meta Ads,Campaign_2,Video,Finance,Tablet,19861,9369,1317.21,3857.0,1740.32
2024-03-06,TikTok Ads,Campaign_75,Video,EdTech,Desktop,11089,9231,1482.55,5758.0,4949.3
2024-01-27,TikTok Ads,Campaign_30,Shopping,Finance,Tablet,12446,6304,4790.44,5373.0,1169.4
2025-03-05,TikTok Ads,Campaign_100,Search,Healthcare,Tablet,13601,7711,3961.45,4980.0,
2025-03-11,Google Ads,Campaign_46,Shopping,Finance,Tablet,16632,13385,3204.58,8564.0,14406.92
2025-03-25,TikTok Ads,Campaign_73,Shopping,EdTech,Mobile,6587,6496,2822.21,5091.0,11189.97
2024-12-07,TikTok Ads,Campaign_39,Shopping,Ecommerce,Tablet,16139,13826,3184.79,209.0,1087.06
2024-02-09,Meta Ads,Campaign_106,Search,EdTech,Mobile,4758,4363,2739.35,2163.0,
2024-06-09,Google Ads,Campaign_117,Video,Ecommerce,Desktop,5238,3453,4037.78,2993.0,
2024-07-15,Google Ads,Campaign_11,Video,Ecommerce,Desktop,14088,2021,1623.39,773.0,6999.27
2025-03-19,Meta Ads,Campaign_36,Video,Ecommerce,Tablet,863,788,4897.25,529.0,7389.44
2024-05-29,Google Ads,Campaign_50,Search,Finance,Tablet,4436,2857,3866.38,,13669.51
2024-04-12,Meta Ads,Campaign_99,Video,EdTech,Mobile,2953,1837,1498.65,1146.0,1155.94
2024-05-02,Meta Ads,Campaign_107,Shopping,Finance,Desktop,5783,4151,1362.66,1725.0,773.68
2024-03-09,Google Ads,Campaign_64,Search,Healthcare,Mobile,11330,10120,3350.93,,7938.07
2024-10-10,TikTok Ads,Campaign_66,Shopping,EdTech,Desktop,5279,581,364.59,,392.36
2024-03-01,Google Ads,Campaign_16,Video,Ecommerce,Mobile,14677,7409,3140.91,6665.0,3630.51
2024-02-17,Google Ads,Campaign_90,Shopping,Ecommerce,Tablet,7973,7141,4397.09,5553.0,
2024-04-24,Google Ads,Campaign_58,Search,Ecommerce,Tablet,15577,14206,528.89,2614.0,2354.39
2024-05-13,Google Ads,Campaign_22,Search,Ecommerce,Desktop,11026,2076,295.02,1568.0,278.68
2024-01-05,Google Ads,Campaign_104,Search,EdTech,Tablet,10404,932,4847.36,,4256.58
2024-01-03,TikTok Ads,Campaign_115,Search,Finance,Mobile,12936,9601,1162.97,3646.0,2959.77
2024-12-10,Meta Ads,Campaign_82,Search,Finance,Tablet,16365,10801,507.87,8313.0,191.14
2025-01-30,Google Ads,Campaign_89,Shopping,Healthcare,Mobile,2064,1406,411.76,367.0,558.49
2024-10-18,Meta Ads,Campaign_7,Video,Healthcare,Mobile,9560,8330,3095.74,4923.0,11799.18
2025-03-22,Google Ads,Campaign_67,Search,Ecommerce,Tablet,18280,6659,411.47,5246.0,18.74
2025-03-03,Google Ads,Campaign_12,Search,Ecommerce,Tablet,11540,6124,1572.73,800.0,4195.32
2024-01-10,Meta Ads,Campaign_47,Video,Ecommerce,Desktop,4681,3298,2232.39,374.0,
2024-06-09,TikTok Ads,Campaign_24,Search,EdTech,Tablet,1621,1561,3535.69,,6907.86
2024-07-03,Meta Ads,Campaign_118,Video,EdTech,Mobile,19874,9763,1459.12,1523.0,5573.93
2025-01-05,TikTok Ads,Campaign_76,Search,Healthcare,Tablet,7796,7263,4909.39,4841.0,12178.27
2024-02-10,Google Ads,Campaign_53,Video,Healthcare,Desktop,413,14,4552.06,14.0,11496.61
2024-07-07,Meta Ads,Campaign_5,Shopping,EdTech,Desktop,12393,1941,3421.05,813.0,7178.3
2024-04-03,TikTok Ads,Campaign_87,Video,Finance,Mobile,5656,775,2936.83,404.0,11601.57
2024-12-13,Google Ads,Campaign_63,Shopping,Finance,Tablet,5852,5462,4411.98,,7557.69
2025-02-20,TikTok Ads,Campaign_92,Search,Ecommerce,Mobile,17426,10872,4323.57,,
2024-01-02,TikTok Ads,Campaign_38,Video,Ecommerce,Desktop,16625,4234,2735.31,2144.0,6793.23
2024-12-18,Google Ads,Campaign_105,Search,EdTech,Tablet,7389,6474,251.07,4499.0,191.63
2024-07-08,TikTok Ads,Campaign_70,Search,Ecommerce,Tablet,15636,8964,1424.0,8098.0,5346.61
2024-05-08,Google Ads,Campaign_28,Search,Finance,Tablet,13350,2025,2447.8,120.0,2516.7
2024-10-16,Google Ads,Campaign_81,Shopping,EdTech,Mobile,11337,2758,3000.62,1215.0,8034.55
2024-06-28,TikTok Ads,Campaign_47,Video,EdTech,Desktop,8177,5155,3427.36,2802.0,
2024-02-26,Google Ads,Campaign_109,Search,Ecommerce,Mobile,9200,5938,2865.64,2031.0,5253.68
2024-09-23,TikTok Ads,Campaign_114,Search,Healthcare,Mobile,1983,314,2293.84,293.0,3066.23
2024-07-08,Meta Ads,Campaign_101,Video,Healthcare,Desktop,16137,3800,1840.11,2478.0,9010.56
2025-03-15,Meta Ads,Campaign_20,Video,Healthcare,Tablet,13068,2256,2883.37,15.0,613.07
2024-03-02,Meta Ads,Campaign_110,Shopping,Ecommerce,Tablet,16277,1643,2798.79,1212.0,1201.27
2025-01-08,Google Ads,Campaign_83,Shopping,Healthcare,Tablet,9818,3716,3888.96,,4760.26
2024-05-22,Meta Ads,Campaign_64,Shopping,EdTech,Desktop,13149,6940,3407.57,6238.0,3622.64
2024-02-24,Meta Ads,Campaign_99,Video,Ecommerce,Mobile,5350,533,323.86,401.0,342.53
2025-02-12,Google Ads,Campaign_53,Video,Healthcare,Tablet,9412,8833,469.82,723.0,2153.25
2025-03-02,Google Ads,Campaign_38,Search,Finance,Tablet,19435,426,3274.53,203.0,16085.84
2024-03-18,TikTok Ads,Campaign_117,Video,Ecommerce,Tablet,7593,1303,788.44,,3125.55
2025-02-05,TikTok Ads,Campaign_119,Video,Ecommerce,Tablet,10934,4021,3240.84,2364.0,262.01
2024-03-25,Google Ads,Campaign_117,Shopping,Ecommerce,Tablet,12648,2755,1567.03,2732.0,
2024-10-08,Google Ads,Campaign_13,Search,Ecommerce,Mobile,3283,595,3083.69,182.0,4568.02
2024-04-24,TikTok Ads,Campaign_61,Shopping,Finance,Desktop,16012,9175,2432.13,7902.0,
2025-03-12,Google Ads,Campaign_3,Shopping,Healthcare,Desktop,11945,394,2930.08,380.0,3643.66
2024-07-03,TikTok Ads,Campaign_113,Shopping,Healthcare,Tablet,285,185,2907.54,181.0,
2025-02-24,Google Ads,Campaign_92,Video,EdTech,Tablet,10280,4426,1939.23,1804.0,
2024-06-27,Meta Ads,Campaign_31,Search,EdTech,Desktop,1119,196,2668.85,135.0,3118.43
2024-04-24,TikTok Ads,Campaign_102,Video,Ecommerce,Tablet,17401,5176,2192.14,3590.0,6112.36
2024-01-08,Meta Ads,Campaign_89,Video,Ecommerce,Mobile,12176,3680,4452.11,1811.0,778.73
2024-05-27,TikTok Ads,Campaign_36,Video,Healthcare,Desktop,3317,3059,3152.11,20.0,13548.46
2025-01-31,TikTok Ads,Campaign_108,Search,Finance,Desktop,2046,1096,3690.96,1092.0,532.57
2024-11-12,Meta Ads,Campaign_113,Search,EdTech,Mobile,4318,2780,2020.15,2452.0,7716.94
2025-03-12,Google Ads,Campaign_52,Shopping,Finance,Tablet,5015,465,4585.23,428.0,4123.14
2024-05-04,TikTok Ads,Campaign_29,Video,Healthcare,Desktop,8172,2782,2006.74,777.0,8789.85
2024-09-11,Meta Ads,Campaign_57,Search,Healthcare,Desktop,7868,1066,2419.31,944.0,7293.59
2025-02-02,TikTok Ads,Campaign_15,Search,Finance,Tablet,1665,523,835.2,109.0,534.76
2024-04-24,Meta Ads,Campaign_92,Video,Finance,Mobile,19920,13891,864.61,3861.0,1846.82
2024-09-05,TikTok Ads,Campaign_106,Search,Finance,Desktop,12321,4323,4679.53,2860.0,
2024-10-10,Meta Ads,Campaign_64,Video,EdTech,Desktop,3089,1954,2381.63,1021.0,
2025-01-03,TikTok Ads,Campaign_90,Search,Ecommerce,Mobile,10441,414,563.49,220.0,
2024-05-24,Meta Ads,Campaign_66,Shopping,Healthcare,Tablet,8260,3563,2536.83,2287.0,1532.76
2025-02-22,Google Ads,Campaign_107,Shopping,Healthcare,Tablet,5023,982,2340.3,104.0,6888.01
2025-02-27,Meta Ads,Campaign_71,Video,Healthcare,Mobile,15365,10733,1835.37,10108.0,4738.62
2025-03-12,Meta Ads,Campaign_29,Video,Healthcare,Mobile,13646,11870,4009.73,8814.0,15904.85
2024-01-12,Google Ads,Campaign_7,Search,EdTech,Desktop,13084,5027,3066.42,4260.0,8366.77
2024-09-02,Meta Ads,Campaign_69,Video,EdTech,Tablet,14608,1210,1880.74,1026.0,3943.82
2025-02-08,Google Ads,Campaign_1,Shopping,Ecommerce,Tablet,8916,375,3138.99,217.0,
2025-03-10,Meta Ads,Campaign_1,Search,EdTech,Tablet,6590,594,812.3,,1995.17
2024-07-02,Meta Ads,Campaign_87,Shopping,Healthcare,Mobile,8066,3897,3481.32,1120.0,
2024-07-07,Google Ads,Campaign_67,Shopping,Ecommerce,Desktop,4197,2101,1436.77,1306.0,2139.26
2025-02-02,Meta Ads,Campaign_58,Video,Finance,Desktop,10288,378,1067.49,373.0,4561.1
2025-03-11,TikTok Ads,Campaign_28,Shopping,Finance,Desktop,958,953,390.25,,827.21
2025-02-02,TikTok Ads,Campaign_48,Search,Ecommerce,Mobile,12442,9906,4270.0,9724.0,9714.49
2024-04-01,Google Ads,Campaign_3,Shopping,EdTech,Desktop,14214,11060,2583.27,8350.0,5305.74
2024-04-29,Google Ads,Campaign_53,Video,EdTech,Tablet,11230,1381,2340.33,1222.0,3911.23
2024-01-27,Google Ads,Campaign_57,Search,Ecommerce,Desktop,2391,2183,2656.34,276.0,5651.44
2024-12-01,Meta Ads,Campaign_110,Search,EdTech,Mobile,10715,5419,3116.29,3370.0,8515.48
2024-04-16,Google Ads,Campaign_74,Video,EdTech,Desktop,3457,272,1554.23,126.0,6089.65
2024-10-19,TikTok Ads,Campaign_87,Video,EdTech,Desktop,2671,2545,4369.99,2291.0,239.6
2024-07-18,Meta Ads,Campaign_52,Search,Healthcare,Mobile,18551,13960,4497.13,7979.0,13086.37
2024-08-08,TikTok Ads,Campaign_45,Video,Ecommerce,Desktop,13117,7513,1879.41,6626.0,8851.65
2024-06-22,TikTok Ads,Campaign_95,Video,EdTech,Desktop,6205,43,626.5,18.0,1769.86
2024-02-16,Google Ads,Campaign_25,Video,Healthcare,Tablet,7735,3130,849.41,2948.0,1200.33
2024-08-15,Meta Ads,Campaign_102,Search,Healthcare,Mobile,10987,5992,1079.63,50.0,460.83
2024-04-13,Google Ads,Campaign_18,Video,Finance,Tablet,7607,2736,4990.99,406.0,
2024-01-22,Google Ads,Campaign_14,Search,Ecommerce,Desktop,11094,9821,3121.68,3262.0,7855.25
2024-08-02,Meta Ads,Campaign_104,Video,Ecommerce,Tablet,12789,11840,1466.33,2808.0,1259.07
2025-03-11,Google Ads,Campaign_34,Shopping,Healthcare,Desktop,9409,4174,374.72,13.0,
2025-02-07,Meta Ads,Campaign_62,Video,Finance,Tablet,17667,16035,2860.38,6732.0,11293.76
2024-10-12,Google Ads,Campaign_108,Search,Ecommerce,Mobile,16202,3544,3675.92,,15560.98
2024-04-16,TikTok Ads,Campaign_110,Video,EdTech,Desktop,6125,4370,4885.91,85.0,21177.33
2024-05-16,TikTok Ads,Campaign_71,Search,EdTech,Mobile,12282,9297,1524.67,8022.0,3205.91
2025-01-26,Google Ads,Campaign_76,Shopping,Ecommerce,Tablet,2193,2047,2138.46,1982.0,10195.88
2024-03-07,Meta Ads,Campaign_22,Video,EdTech,Tablet,15448,8657,752.7,5289.0,2126.41
2024-05-31,Google Ads,Campaign_90,Search,Finance,Tablet,9275,1658,2089.11,291.0,1608.49
2025-03-17,Meta Ads,Campaign_100,Search,EdTech,Tablet,16206,9349,1343.73,27.0,5929.98
2024-12-13,Meta Ads,Campaign_15,Video,Healthcare,Mobile,9217,361,4722.44,194.0,4006.07
2024-11-29,Meta Ads,Campaign_20,Search,EdTech,Tablet,19194,14733,3790.38,6274.0,5200.07
2024-03-08,Meta Ads,Campaign_66,Video,Ecommerce,Tablet,17580,823,272.61,1.0,629.26
2024-12-14,Meta Ads,Campaign_3,Video,Healthcare,Mobile,543,128,4847.66,,5405.45
2024-11-14,TikTok Ads,Campaign_42,Shopping,Finance,Tablet,17839,7436,2712.23,3811.0,2793.83
2024-01-21,Meta Ads,Campaign_64,Video,Healthcare,Desktop,7496,558,4333.93,230.0,20041.88
2024-11-23,TikTok Ads,Campaign_13,Search,Finance,Tablet,12417,10142,1766.85,1781.0,2083.43
2024-10-30,Google Ads,Campaign_88,Shopping,EdTech,Mobile,6653,666,2552.58,78.0,4750.18
2024-02-21,TikTok Ads,Campaign_68,Search,Healthcare,Desktop,18448,9950,311.59,5413.0,193.96
2024-07-04,TikTok Ads,Campaign_66,Video,Ecommerce,Desktop,19127,8039,2721.26,6.0,7306.71
2024-11-05,Google Ads,Campaign_35,Shopping,EdTech,Mobile,477,118,3629.27,74.0,5240.97
