campaign_id,campaign_name,campaign_type,industry
768,Campaign_5,Video,Edtech
769,Campaign_5,Video,Finance
770,Campaign_5,Video,Healthcare
771,Campaign_50,Search,Ecommerce
772,Campaign_50,Search,Edtech
773,Campaign_50,Search,Finance
774,Campaign_50,Search,Healthcare
775,Campaign_50,Shopping,Ecommerce
776,Campaign_50,Shopping,Edtech
777,Campaign_50,Shopping,Finance
778,Campaign_50,Shopping,Healthcare
779,Campaign_50,Video,Ecommerce
780,Campaign_50,Video,Edtech
781,Campaign_50,Video,Finance
782,Campaign_50,Video,Healthcare
783,Campaign_51,Search,Ecommerce
784,Campaign_51,Search,Edtech
785,Campaign_51,Search,Finance
786,Campaign_51,Search,Healthcare
787,Campaign_51,Shopping,Ecommerce
788,Campaign_51,Shopping,Edtech
789,Campaign_51,Shopping,Finance
790,Campaign_51,Shopping,Healthcare
791,Campaign_51,Video,Ecommerce
792,Campaign_51,Video,Edtech
793,Campaign_51,Video,Finance
794,Campaign_51,Video,Healthcare
795,Campaign_52,Search,Ecommerce
796,Campaign_52,Search,Edtech
797,Campaign_52,Search,Finance
798,Campaign_52,Search,Healthcare
799,Campaign_52,Shopping,Ecommerce
800,Campaign_52,Shopping,Edtech
801,Campaign_52,Shopping,Finance
802,Campaign_52,Shopping,Healthcare
803,Campaign_52,Video,Ecommerce
804,Campaign_52,Video,Edtech
805,Campaign_52,Video,Finance
806,Campaign_52,Video,Healthcare
807,Campaign_53,Search,Ecommerce
808,Campaign_53,Search,Edtech
809,Campaign_53,Search,Finance
810,Campaign_53,Search,Healthcare
811,Campaign_53,Shopping,Ecommerce
812,Campaign_53,Shopping,Edtech
813,Campaign_53,Shopping,Finance
814,Campaign_53,Shopping,Healthcare
815,Campaign_53,Video,Ecommerce
816,Campaign_53,Video,Edtech
817,Campaign_53,Video,Finance
818,Campaign_53,Video,Healthcare
819,Campaign_54,Search,Ecommerce
820,Campaign_54,Search,Edtech
821,Campaign_54,Search,Finance
822,Campaign_54,Search,Healthcare
823,Campaign_54,Shopping,Ecommerce
824,Campaign_54,Shopping,Edtech
825,Campaign_54,Shopping,Finance
826,Campaign_54,Video,Edtech
827,Campaign_54,Video,Finance
828,Campaign_54,Video,Healthcare
829,Campaign_55,Search,Ecommerce
830,Campaign_55,Search,Edtech
831,Campaign_55,Search,Finance
832,Campaign_55,Search,Healthcare
833,Campaign_55,Shopping,Ecommerce
834,Campaign_55,Shopping,Edtech
835,Campaign_55,Shopping,Finance
836,Campaign_55,Shopping,Healthcare
837,Campaign_55,Video,Ecommerce
838,Campaign_55,Video,Edtech
839,Campaign_55,Video,Finance
840,Campaign_55,Video,Healthcare
841,Campaign_56,Search,Ecommerce
842,Campaign_56,Search,Edtech
843,Campaign_56,Search,Finance
844,Campaign_56,Search,Healthcare
845,Campaign_56,Shopping,Ecommerce
846,Campaign_56,Shopping,Edtech
847,Campaign_56,Shopping,Finance
848,Campaign_56,Shopping,Healthcare
849,Campaign_56,Video,Ecommerce
850,Campaign_56,Video,Edtech
851,Campaign_56,Video,Finance
852,Campaign_56,Video,Healthcare
853,Campaign_57,Search,Ecommerce
854,Campaign_57,Search,Edtech
855,Campaign_57,Search,Finance
856,Campaign_57,Search,Healthcare
857,Campaign_57,Shopping,Ecommerce
858,Campaign_57,Shopping,Edtech
859,Campaign_57,Shopping,Finance
860,Campaign_57,Shopping,Healthcare
861,Campaign_57,Video,Ecommerce
862,Campaign_57,Video,Edtech
863,Campaign_57,Video,Finance
864,Campaign_57,Video,Healthcare
865,Campaign_58,Search,Ecommerce
866,Campaign_58,Search,Edtech
867,Campaign_58,Search,Finance
868,Campaign_58,Search,Healthcare
869,Campaign_58,Shopping,Ecommerce
870,Campaign_58,Shopping,Edtech
871,Campaign_58,Shopping,Finance
872,Campaign_58,Shopping,Healthcare
873,Campaign_58,Video,Ecommerce
874,Campaign_58,Video,Edtech
875,Campaign_58,Video,Finance
876,Campaign_58,Video,Healthcare
877,Campaign_59,Search,Ecommerce
878,Campaign_59,Search,Edtech
879,Campaign_59,Search,Finance
880,Campaign_59,Search,Healthcare
881,Campaign_59,Shopping,Ecommerce
882,Campaign_59,Shopping,Edtech
883,Campaign_59,Shopping,Finance
884,Campaign_59,Shopping,Healthcare
885,Campaign_59,Video,Ecommerce
886,Campaign_59,Video,Edtech
887,Campaign_59,Video,Finance
888,Campaign_59,Video,Healthcare
889,Campaign_6,Search,Ecommerce
890,Campaign_6,Search,Edtech
891,Campaign_6,Search,Finance
892,Campaign_6,Search,Healthcare
893,Campaign_6,Shopping,Ecommerce
894,Campaign_6,Shopping,Edtech
895,Campaign_6,Shopping,Finance
896,Campaign_6,Shopping,Healthcare
897,Campaign_6,Video,Ecommerce
898,Campaign_6,Video,Edtech
899,Campaign_6,Video,Finance
900,Campaign_6,Video,Healthcare
901,Campaign_60,Search,Ecommerce
902,Campaign_60,Search,Edtech
903,Campaign_60,Search,Finance
904,Campaign_60,Search,Healthcare
905,Campaign_60,Shopping,Ecommerce
906,Campaign_60,Shopping,Edtech
907,Campaign_60,Shopping,Finance
908,Campaign_60,Shopping,Healthcare
909,Campaign_60,Video,Ecommerce
910,Campaign_60,Video,Edtech
911,Campaign_60,Video,Finance
912,Campaign_60,Video,Healthcare
913,Campaign_61,Search,Ecommerce
914,Campaign_61,Search,Edtech
915,Campaign_61,Search,Finance
916,Campaign_61,Search,Healthcare
917,Campaign_61,Shopping,Ecommerce
918,Campaign_61,Shopping,Edtech
919,Campaign_61,Shopping,Finance
920,Campaign_61,Shopping,Healthcare
921,Campaign_61,Video,Ecommerce
922,Campaign_61,Video,Edtech
923,Campaign_61,Video,Finance
924,Campaign_61,Video,Healthcare
925,Campaign_62,Search,Ecommerce
926,Campaign_62,Search,Edtech
927,Campaign_62,Search,Finance
928,Campaign_62,Search,Healthcare
929,Campaign_62,Shopping,Ecommerce
930,Campaign_62,Shopping,Edtech
931,Campaign_62,Shopping,Finance
932,Campaign_62,Shopping,Healthcare
933,Campaign_62,Video,Ecommerce
934,Campaign_62,Video,Edtech
935,Campaign_62,Video,Finance
936,Campaign_62,Video,Healthcare
937,Campaign_63,Search,Ecommerce
938,Campaign_63,Search,Edtech
939,Campaign_63,Search,Finance
940,Campaign_63,Search,Healthcare
941,Campaign_63,Shopping,Ecommerce
942,Campaign_63,Shopping,Edtech
943,Campaign_63,Shopping,Finance
944,Campaign_63,Shopping,Healthcare
945,Campaign_63,Video,Ecommerce
946,Campaign_63,Video,Edtech
947,Campaign_63,Video,Finance
948,Campaign_63,Video,Healthcare
949,Campaign_64,Search,Ecommerce
950,Campaign_64,Search,Edtech
951,Campaign_64,Search,Finance
952,Campaign_64,Search,Healthcare
953,Campaign_64,Shopping,Ecommerce
954,Campaign_64,Shopping,Edtech
955,Campaign_64,Shopping,Finance
956,Campaign_64,Shopping,Healthcare
957,Campaign_64,Video,Ecommerce
958,Campaign_64,Video,Edtech
959,Campaign_64,Video,Finance
960,Campaign_64,Video,Healthcare
961,Campaign_65,Search,Ecommerce
962,Campaign_65,Search,Edtech
963,Campaign_65,Search,Finance
964,Campaign_65,Search,Healthcare
965,Campaign_65,Shopping,Ecommerce
966,Campaign_65,Shopping,Edtech
967,Campaign_65,Shopping,Healthcare
968,Campaign_65,Video,Ecommerce
969,Campaign_65,Video,Edtech
970,Campaign_65,Video,Finance
971,Campaign_65,Video,Healthcare
972,Campaign_66,Search,Ecommerce
973,Campaign_66,Search,Edtech
974,Campaign_66,Search,Finance
975,Campaign_66,Search,Healthcare
976,Campaign_66,Shopping,Ecommerce
977,Campaign_66,Shopping,Edtech
978,Campaign_66,Shopping,Finance
979,Campaign_66,Shopping,Healthcare
980,Campaign_66,Video,Ecommerce
981,Campaign_66,Video,Edtech
982,Campaign_66,Video,Finance
983,Campaign_66,Video,Healthcare
984,Campaign_67,Search,Ecommerce
985,Campaign_67,Search,Edtech
986,Campaign_67,Search,Finance
987,Campaign_67,Search,Healthcare
988,Campaign_67,Shopping,Ecommerce
989,Campaign_67,Shopping,Edtech
990,Campaign_67,Shopping,Finance
991,Campaign_67,Shopping,Healthcare
992,Campaign_67,Video,Ecommerce
993,Campaign_67,Video,Edtech
994,Campaign_67,Video,Finance
995,Campaign_67,Video,Healthcare
996,Campaign_68,Search,Ecommerce
997,Campaign_68,Search,Edtech
998,Campaign_68,Search,Finance
999,Campaign_68,Search,Healthcare
1000,Campaign_68,Shopping,Ecommerce
1001,Campaign_68,Shopping,Edtech
1002,Campaign_68,Shopping,Finance
1003,Campaign_68,Shopping,Healthcare
1004,Campaign_68,Video,Ecommerce
1005,Campaign_68,Video,Edtech
1006,Campaign_68,Video,Finance
1007,Campaign_68,Video,Healthcare
1008,Campaign_69,Search,Ecommerce
1009,Campaign_69,Search,Edtech
1010,Campaign_69,Search,Finance
1011,Campaign_69,Shopping,Ecommerce
1012,Campaign_69,Shopping,Edtech
1013,Campaign_69,Shopping,Finance
1014,Campaign_69,Shopping,Healthcare
1015,Campaign_69,Video,Ecommerce
1016,Campaign_69,Video,Edtech
1017,Campaign_69,Video,Finance
1018,Campaign_69,Video,Healthcare
1019,Campaign_7,Search,Ecommerce
1020,Campaign_7,Search,Edtech
1021,Campaign_7,Search,Finance
1022,Campaign_7,Search,Healthcare
1023,Campaign_7,Shopping,Ecommerce
1024,Campaign_7,Shopping,Edtech
1025,Campaign_7,Shopping,Finance
1026,Campaign_7,Shopping,Healthcare
1027,Campaign_7,Video,Ecommerce
1028,Campaign_7,Video,Edtech
1029,Campaign_7,Video,Finance
1030,Campaign_7,Video,Healthcare
1031,Campaign_70,Search,Ecommerce
1032,Campaign_70,Search,Edtech
1033,Campaign_70,Search,Finance
1034,Campaign_70,Search,Healthcare
1035,Campaign_70,Shopping,Ecommerce
1036,Campaign_70,Shopping,Finance
1037,Campaign_70,Shopping,Healthcare
1038,Campaign_70,Video,Ecommerce
1039,Campaign_70,Video,Edtech
1040,Campaign_70,Video,Finance
1041,Campaign_70,Video,Healthcare
1042,Campaign_71,Search,Ecommerce
1043,Campaign_71,Search,Edtech
1044,Campaign_71,Search,Finance
1045,Campaign_71,Search,Healthcare
1046,Campaign_71,Shopping,Ecommerce
1047,Campaign_71,Shopping,Edtech
1048,Campaign_71,Shopping,Finance
1049,Campaign_71,Shopping,Healthcare
1050,Campaign_71,Video,Ecommerce
1051,Campaign_71,Video,Edtech
1052,Campaign_71,Video,Finance
1053,Campaign_71,Video,Healthcare
1054,Campaign_72,Search,Ecommerce
1055,Campaign_72,Search,Edtech
1056,Campaign_72,Search,Finance
1057,Campaign_72,Search,Healthcare
1058,Campaign_72,Shopping,Ecommerce
1059,Campaign_72,Shopping,Edtech
1060,Campaign_72,Shopping,Finance
1061,Campaign_72,Shopping,Healthcare
1062,Campaign_72,Video,Ecommerce
1063,Campaign_72,Video,Edtech
1064,Campaign_72,Video,Finance
1065,Campaign_72,Video,Healthcare
1066,Campaign_73,Search,Ecommerce
1067,Campaign_73,Search,Edtech
1068,Campaign_73,Search,Finance
1069,Campaign_73,Search,Healthcare
1070,Campaign_73,Shopping,Ecommerce
1071,Campaign_73,Shopping,Edtech
1072,Campaign_73,Shopping,Finance
1073,Campaign_73,Shopping,Healthcare
1074,Campaign_73,Video,Ecommerce
1075,Campaign_73,Video,Edtech
1076,Campaign_73,Video,Finance
1077,Campaign_73,Video,Healthcare
1078,Campaign_74,Search,Ecommerce
1079,Campaign_74,Search,Edtech
1080,Campaign_74,Search,Finance
1081,Campaign_74,Search,Healthcare
1082,Campaign_74,Shopping,Ecommerce
1083,Campaign_74,Shopping,Edtech
1084,Campaign_74,Shopping,Finance
1085,Campaign_74,Shopping,Healthcare
1086,Campaign_74,Video,Ecommerce
1087,Campaign_74,Video,Edtech
1088,Campaign_74,Video,Finance
1089,Campaign_74,Video,Healthcare
1090,Campaign_75,Search,Ecommerce
1091,Campaign_75,Search,Edtech
1092,Campaign_75,Search,Finance
1093,Campaign_75,Search,Healthcare
1094,Campaign_75,Shopping,Ecommerce
1095,Campaign_75,Shopping,Edtech
1096,Campaign_75,Shopping,Finance
1097,Campaign_75,Shopping,Healthcare
1098,Campaign_75,Video,Ecommerce
1099,Campaign_75,Video,Edtech
1100,Campaign_75,Video,Finance
1101,Campaign_75,Video,Healthcare
1102,Campaign_76,Search,Ecommerce
1103,Campaign_76,Search,Edtech
1104,Campaign_76,Search,Finance
1105,Campaign_76,Search,Healthcare
1106,Campaign_76,Shopping,Ecommerce
1107,Campaign_76,Shopping,Edtech
1108,Campaign_76,Shopping,Finance
1109,Campaign_76,Shopping,Healthcare
1110,Campaign_76,Video,Ecommerce
1111,Campaign_76,Video,Edtech
1112,Campaign_76,Video,Finance
1113,Campaign_76,Video,Healthcare
1114,Campaign_77,Search,Ecommerce
1115,Campaign_77,Search,Edtech
1116,Campaign_77,Search,Finance
1117,Campaign_77,Search,Healthcare
1118,Campaign_77,Shopping,Ecommerce
1119,Campaign_77,Shopping,Edtech
1120,Campaign_77,Shopping,Finance
1121,Campaign_77,Shopping,Healthcare
1122,Campaign_77,Video,Ecommerce
1123,Campaign_77,Video,Edtech
1124,Campaign_77,Video,Finance
1125,Campaign_77,Video,Healthcare
1126,Campaign_78,Search,Ecommerce
1127,Campaign_78,Search,Finance
1128,Campaign_78,Search,Healthcare
1129,Campaign_78,Shopping,Ecommerce
1130,Campaign_78,Shopping,Edtech
1131,Campaign_78,Shopping,Finance
1132,Campaign_78,Shopping,Healthcare
1133,Campaign_78,Video,Ecommerce
1134,Campaign_78,Video,Edtech
1135,Campaign_78,Video,Finance
1136,Campaign_78,Video,Healthcare
1137,Campaign_79,Search,Ecommerce
1138,Campaign_79,Search,Edtech
1139,Campaign_79,Search,Finance
1140,Campaign_79,Search,Healthcare
1141,Campaign_79,Shopping,Ecommerce
1142,Campaign_79,Shopping,Edtech
1143,Campaign_79,Shopping,Finance
1144,Campaign_79,Shopping,Healthcare
1145,Campaign_79,Video,Ecommerce
1146,Campaign_79,Video,Edtech
1147,Campaign_79,Video,Finance
1148,Campaign_79,Video,Healthcare
1149,Campaign_8,Search,Ecommerce
1150,Campaign_8,Search,Edtech
1151,Campaign_8,Search,Finance
1152,Campaign_8,Search,Healthcare
1153,Campaign_8,Shopping,Ecommerce
1154,Campaign_8,Shopping,Edtech
1155,Campaign_8,Shopping,Finance
1156,Campaign_8,Video,Ecommerce
1157,Campaign_8,Video,Edtech
1158,Campaign_8,Video,Finance
1159,Campaign_8,Video,Healthcare
1160,Campaign_80,Search,Ecommerce
1161,Campaign_80,Search,Edtech
1162,Campaign_80,Search,Finance
1163,Campaign_80,Search,Healthcare
1164,Campaign_80,Shopping,Ecommerce
1165,Campaign_80,Shopping,Edtech
1166,Campaign_80,Shopping,Finance
1167,Campaign_80,Shopping,Healthcare
1168,Campaign_80,Video,Ecommerce
1169,Campaign_80,Video,Edtech
1170,Campaign_80,Video,Finance
1171,Campaign_80,Video,Healthcare
1172,Campaign_81,Search,Ecommerce
1173,Campaign_81,Search,Edtech
1174,Campaign_81,Search,Finance
1175,Campaign_81,Search,Healthcare
1176,Campaign_81,Shopping,Ecommerce
1177,Campaign_81,Shopping,Edtech
1178,Campaign_81,Shopping,Finance
1179,Campaign_81,Shopping,Healthcare
1180,Campaign_81,Video,Ecommerce
1181,Campaign_81,Video,Edtech
1182,Campaign_81,Video,Finance
1183,Campaign_81,Video,Healthcare
1184,Campaign_82,Search,Ecommerce
1185,Campaign_82,Search,Edtech
1186,Campaign_82,Search,Finance
1187,Campaign_82,Search,Healthcare
1188,Campaign_82,Shopping,Ecommerce
1189,Campaign_82,Shopping,Edtech
1190,Campaign_82,Shopping,Finance
1191,Campaign_82,Shopping,Healthcare
1192,Campaign_82,Video,Ecommerce
1193,Campaign_82,Video,Edtech
1194,Campaign_82,Video,Finance
1195,Campaign_82,Video,Healthcare
1196,Campaign_83,Search,Ecommerce
1197,Campaign_83,Search,Edtech
1198,Campaign_83,Search,Finance
1199,Campaign_83,Search,Healthcare
1200,Campaign_83,Shopping,Ecommerce
1201,Campaign_83,Shopping,Edtech
1202,Campaign_83,Shopping,Finance
1203,Campaign_83,Shopping,Healthcare
1204,Campaign_83,Video,Ecommerce
1205,Campaign_83,Video,Edtech
1206,Campaign_83,Video,Finance
1207,Campaign_83,Video,Healthcare
1208,Campaign_84,Search,Ecommerce
1209,Campaign_84,Search,Edtech
1210,Campaign_84,Search,Finance
1211,Campaign_84,Search,Healthcare
1212,Campaign_84,Shopping,Ecommerce
1213,Campaign_84,Shopping,Edtech
1214,Campaign_84,Shopping,Finance
1215,Campaign_84,Shopping,Healthcare
1216,Campaign_84,Video,Ecommerce
1217,Campaign_84,Video,Edtech
1218,Campaign_84,Video,Finance
1219,Campaign_84,Video,Healthcare
1220,Campaign_85,Search,Ecommerce
1221,Campaign_85,Search,Edtech
1222,Campaign_85,Search,Finance
1223,Campaign_85,Search,Healthcare
1224,Campaign_85,Shopping,Ecommerce
1225,Campaign_85,Shopping,Edtech
1226,Campaign_85,Shopping,Finance
1227,Campaign_85,Shopping,Healthcare
1228,Campaign_85,Video,Ecommerce
1229,Campaign_85,Video,Edtech
1230,Campaign_85,Video,Finance
1231,Campaign_85,Video,Healthcare
1232,Campaign_86,Search,Ecommerce
1233,Campaign_86,Search,Edtech
1234,Campaign_86,Search,Finance
1235,Campaign_86,Search,Healthcare
1236,Campaign_86,Shopping,Ecommerce
1237,Campaign_86,Shopping,Edtech
1238,Campaign_86,Shopping,Finance
1239,Campaign_86,Shopping,Healthcare
1240,Campaign_86,Video,Ecommerce
1241,Campaign_86,Video,Edtech
1242,Campaign_86,Video,Finance
1243,Campaign_86,Video,Healthcare
1244,Campaign_87,Search,Ecommerce
1245,Campaign_87,Search,Edtech
1246,Campaign_87,Search,Finance
1247,Campaign_87,Search,Healthcare
1248,Campaign_87,Shopping,Ecommerce
1249,Campaign_87,Shopping,Edtech
1250,Campaign_87,Shopping,Finance
1251,Campaign_87,Shopping,Healthcare
1252,Campaign_87,Video,Ecommerce
1253,Campaign_87,Video,Edtech
1254,Campaign_87,Video,Finance
1255,Campaign_87,Video,Healthcare
1256,Campaign_88,Search,Ecommerce
1257,Campaign_88,Search,Edtech
1258,Campaign_88,Search,Finance
1259,Campaign_88,Search,Healthcare
1260,Campaign_88,Shopping,Ecommerce
1261,Campaign_88,Shopping,Edtech
1262,Campaign_88,Shopping,Finance
1263,Campaign_88,Shopping,Healthcare
1264,Campaign_88,Video,Ecommerce
1265,Campaign_88,Video,Edtech
1266,Campaign_88,Video,Finance
1267,Campaign_88,Video,Healthcare
1268,Campaign_89,Search,Ecommerce
1269,Campaign_89,Search,Edtech
1270,Campaign_89,Search,Finance
1271,Campaign_89,Search,Healthcare
1272,Campaign_89,Shopping,Ecommerce
1273,Campaign_89,Shopping,Edtech
1274,Campaign_89,Shopping,Finance
1275,Campaign_89,Shopping,Healthcare
1276,Campaign_89,Video,Ecommerce
1277,Campaign_89,Video,Edtech
1278,Campaign_89,Video,Finance
1279,Campaign_89,Video,Healthcare
1280,Campaign_9,Search,Ecommerce
1281,Campaign_9,Search,Edtech
1282,Campaign_9,Search,Finance
1283,Campaign_9,Search,Healthcare
1284,Campaign_9,Shopping,Ecommerce
1285,Campaign_9,Shopping,Edtech
1286,Campaign_9,Shopping,Finance
1287,Campaign_9,Shopping,Healthcare
1288,Campaign_9,Video,Ecommerce
1289,Campaign_9,Video,Edtech
1290,Campaign_9,Video,Finance
1291,Campaign_9,Video,Healthcare
1292,Campaign_90,Search,Ecommerce
1293,Campaign_90,Search,Edtech
1294,Campaign_90,Search,Finance
1295,Campaign_90,Search,Healthcare
1296,Campaign_90,Shopping,Ecommerce
1297,Campaign_90,Shopping,Edtech
1298,Campaign_90,Shopping,Finance
1299,Campaign_90,Shopping,Healthcare
1300,Campaign_90,Video,Ecommerce
1301,Campaign_90,Video,Edtech
1302,Campaign_90,Video,Finance
1303,Campaign_90,Video,Healthcare
1304,Campaign_91,Search,Ecommerce
1305,Campaign_91,Search,Edtech
1306,Campaign_91,Search,Finance
1307,Campaign_91,Search,Healthcare
1308,Campaign_91,Shopping,Ecommerce
1309,Campaign_91,Shopping,Edtech
1310,Campaign_91,Shopping,Finance
1311,Campaign_91,Shopping,Healthcare
1312,Campaign_91,Video,Ecommerce
1313,Campaign_91,Video,Edtech
1314,Campaign_91,Video,Finance
1315,Campaign_91,Video,Healthcare
1316,Campaign_92,Search,Ecommerce
1317,Campaign_92,Search,Edtech
1318,Campaign_92,Search,Finance
1319,Campaign_92,Search,Healthcare
1320,Campaign_92,Shopping,Ecommerce
1321,Campaign_92,Shopping,Finance
1322,Campaign_92,Shopping,Healthcare
1323,Campaign_92,Video,Ecommerce
1324,Campaign_92,Video,Edtech
1325,Campaign_92,Video,Finance
1326,Campaign_92,Video,Healthcare
1327,Campaign_93,Search,Ecommerce
1328,Campaign_93,Search,Edtech
1329,Campaign_93,Search,Finance
1330,Campaign_93,Search,Healthcare
1331,Campaign_93,Shopping,Ecommerce
1332,Campaign_93,Shopping,Edtech
1333,Campaign_93,Shopping,Finance
1334,Campaign_93,Shopping,Healthcare
1335,Campaign_93,Video,Ecommerce
1336,Campaign_93,Video,Edtech
1337,Campaign_93,Video,Finance
1338,Campaign_93,Video,Healthcare
1339,Campaign_94,Search,Ecommerce
1340,Campaign_94,Search,Edtech
1341,Campaign_94,Search,Finance
1342,Campaign_94,Search,Healthcare
1343,Campaign_94,Shopping,Ecommerce
1344,Campaign_94,Shopping,Edtech
1345,Campaign_94,Shopping,Finance
1346,Campaign_94,Shopping,Healthcare
1347,Campaign_94,Video,Ecommerce
1348,Campaign_94,Video,Edtech
1349,Campaign_94,Video,Finance
1350,Campaign_94,Video,Healthcare
1351,Campaign_95,Search,Ecommerce
1352,Campaign_95,Search,Edtech
1353,Campaign_95,Search,Finance
1354,Campaign_95,Search,Healthcare
1355,Campaign_95,Shopping,Ecommerce
1356,Campaign_95,Shopping,Edtech
1357,Campaign_95,Shopping,Finance
1358,Campaign_95,Shopping,Healthcare
1359,Campaign_95,Video,Ecommerce
1360,Campaign_95,Video,Edtech
1361,Campaign_95,Video,Finance
1362,Campaign_95,Video,Healthcare
1363,Campaign_96,Search,Ecommerce
1364,Campaign_96,Search,Edtech
1365,Campaign_96,Search,Finance
1366,Campaign_96,Search,Healthcare
1367,Campaign_96,Shopping,Ecommerce
1368,Campaign_96,Shopping,Edtech
1369,Campaign_96,Shopping,Finance
1370,Campaign_96,Shopping,Healthcare
1371,Campaign_96,Video,Ecommerce
1372,Campaign_96,Video,Edtech
1373,Campaign_96,Video,Finance
1374,Campaign_96,Video,Healthcare
1375,Campaign_97,Search,Ecommerce
1376,Campaign_97,Search,Edtech
1377,Campaign_97,Search,Finance
1378,Campaign_97,Search,Healthcare
1379,Campaign_97,Shopping,Ecommerce
1380,Campaign_97,Shopping,Edtech
1381,Campaign_97,Shopping,Finance
1382,Campaign_97,Shopping,Healthcare
1383,Campaign_97,Video,Ecommerce
1384,Campaign_97,Video,Edtech
1385,Campaign_97,Video,Finance
1386,Campaign_97,Video,Healthcare
1387,Campaign_98,Search,Ecommerce
1388,Campaign_98,Search,Edtech
1389,Campaign_98,Search,Finance
1390,Campaign_98,Search,Healthcare
1391,Campaign_98,Shopping,Ecommerce
1392,Campaign_98,Shopping,Edtech
1393,Campaign_98,Shopping,Finance
1394,Campaign_98,Shopping,Healthcare
1395,Campaign_98,Video,Ecommerce
1396,Campaign_98,Video,Edtech
1397,Campaign_98,Video,Finance
1398,Campaign_98,Video,Healthcare
1399,Campaign_99,Search,Ecommerce
1400,Campaign_99,Search,Edtech
1401,Campaign_99,Search,Finance
1402,Campaign_99,Search,Healthcare
1403,Campaign_99,Shopping,Ecommerce
1404,Campaign_99,Shopping,Edtech
1405,Campaign_99,Shopping,Finance
1406,Campaign_99,Shopping,Healthcare
1407,Campaign_99,Video,Ecommerce
1408,Campaign_99,Video,Edtech
1409,Campaign_99,Video,Finance
1410,Campaign_99,Video,Healthcare
