date_id,platform_id,device_id,campaign_id,impressions,clicks,cost,conversions,revenue
235,2,1,1406,16588,12021,1145.01,11301.0,5194.03
212,2,2,303,1438,1031,738.18,4.0,142.42
112,2,2,958,15293,6490,2764.73,0.0,8249.11
256,3,2,649,8924,7876,2578.68,2263.0,11885.72
69,2,2,630,18621,7770,245.29,949.0,0.0
437,3,1,598,14388,1694,1717.05,751.0,5375.03
235,1,2,26,5846,271,4901.61,24.0,4496.35
71,2,3,1045,6372,1626,3259.32,1418.0,373.23
126,1,2,354,13598,2866,3575.96,571.0,0.0
160,1,1,1083,3672,41,3917.34,22.0,11448.85
146,1,1,225,11354,9924,4495.61,580.0,16727.4
352,3,3,560,4462,3434,566.1,2637.0,731.7
422,3,3,308,13394,390,3298.64,46.0,509.59
195,3,1,778,15939,12017,1435.02,7769.0,3607.76
111,2,2,3,6240,757,2503.48,86.0,10403.02
430,2,3,1008,3497,1672,96.52,0.0,72.03
453,1,1,1206,5797,2620,2317.39,2326.0,5671.22
153,2,1,494,17464,4453,2045.04,2248.0,1379.12
446,3,2,1149,9594,72,389.35,66.0,1774.01
17,2,1,1029,5728,32,4236.05,6.0,17421.52
361,3,2,951,6203,1660,3777.27,466.0,18209.19
146,2,3,75,1835,129,1651.06,49.0,3162.3
88,1,1,778,13010,4779,545.94,2972.0,112.76
397,2,1,1005,9906,1802,4849.69,1291.0,9845.7
149,2,3,606,5462,4868,929.76,3458.0,2259.53
415,3,3,597,9260,841,877.06,188.0,0.0
206,2,2,341,11683,3801,3284.47,88.0,472.99
390,2,3,40,8149,6479,3434.11,4701.0,5999.82
211,1,3,791,13821,13007,4864.51,11858.0,22535.62
63,1,1,560,13187,1982,3034.16,1096.0,233.86
56,3,1,1107,15440,2369,67.91,0.0,44.85
55,3,1,648,6891,5593,4145.19,2124.0,0.0
96,3,1,62,3209,614,1165.17,6.0,5053.48
238,1,2,704,11811,1194,347.96,637.0,1329.9
313,2,1,838,16661,10750,2290.07,3917.0,10603.11
184,1,3,917,9131,5037,402.22,3182.0,502.56
425,2,2,52,17570,14010,2588.7,5158.0,0.0
187,2,3,136,17694,2212,2913.62,1262.0,0.0
62,3,1,16,4271,2821,477.97,763.0,1616.49
326,2,3,972,10466,5177,4776.43,2968.0,6901.72
7,3,1,1118,7655,6486,4146.43,239.0,4341.9
398,3,1,174,13432,5243,4106.38,149.0,14211.77
88,2,3,1393,1320,976,138.45,0.0,0.0
257,2,1,1370,14800,9356,201.23,9195.0,376.47
18,2,3,167,13892,7234,214.68,2480.0,131.18
18,2,1,1368,19399,9013,3392.34,6345.0,9562.64
174,1,3,1390,4435,611,399.16,115.0,0.0
347,2,2,1225,14322,9437,4228.94,125.0,12543.83
368,3,2,740,18882,2565,187.86,694.0,843.91
18,3,3,734,12375,5129,2109.53,4403.0,7344.81
112,2,3,823,19648,17732,4216.0,2251.0,16655.51
120,1,1,70,9982,994,3898.17,0.0,13770.86
275,3,3,644,16415,15852,2272.92,6209.0,2118.01
296,3,3,1215,8535,5295,4601.88,0.0,16926.2
112,3,2,999,14227,3672,4633.56,2156.0,0.0
210,1,3,627,2112,464,2647.82,257.0,0.0
112,1,1,707,8075,1576,2216.53,499.0,0.0
364,1,2,794,11720,1624,2464.38,1517.0,2257.75
242,3,3,740,3815,623,105.4,577.0,484.54
438,1,3,995,2712,707,1243.34,497.0,2852.16
85,2,1,762,3346,31,2366.08,16.0,4405.24
272,1,3,763,14204,14142,1216.76,5447.0,0.0
454,2,1,505,1892,874,4445.48,381.0,1926.64
180,3,2,1400,16385,11406,402.58,6843.0,27.38
354,3,2,1304,14136,3168,1641.54,2328.0,6125.13
184,1,3,522,3032,409,1730.01,402.0,6475.07
11,2,1,662,12295,8896,4662.25,3462.0,21776.33
118,1,2,151,2243,1760,4691.69,0.0,0.0
341,3,2,340,11340,4723,2327.98,956.0,8364.45
303,2,3,1029,9546,3276,1197.32,448.0,1958.21
224,1,3,556,719,498,3772.65,100.0,10660.61
213,2,2,1357,12747,10505,2666.63,4139.0,554.7
366,1,1,611,10559,6365,4446.43,0.0,9148.79
446,2,2,149,6270,391,703.48,318.0,1695.19
441,3,3,140,5333,483,2115.29,16.0,1424.38
360,3,2,1378,610,206,583.76,7.0,544.59
368,2,2,161,10206,3472,907.89,63.0,2627.77
413,3,1,1118,11246,2458,4491.11,1163.0,13193.9
207,3,1,1256,15776,189,3266.29,120.0,3137.75
191,2,1,793,12415,9484,1225.77,5873.0,107.82
272,3,3,1077,18631,6548,3203.11,4516.0,4785.86
248,2,2,1281,12715,7975,3390.36,3052.0,3681.17
31,2,2,353,18038,12741,729.45,4841.0,2366.05
385,3,1,1253,448,238,257.5,233.0,1003.88
228,3,3,850,2816,1098,4663.66,343.0,1133.91
189,3,1,1029,9069,786,3287.47,61.0,4972.36
241,3,1,456,12875,2121,4571.04,1608.0,12426.4
337,3,3,1391,8810,2348,3124.12,778.0,6848.37
302,1,3,102,15900,9263,1255.56,2031.0,5351.89
135,2,1,1013,5725,5489,4820.88,1268.0,3640.61
123,3,3,246,7021,6993,3279.59,1200.0,4062.27
452,2,2,921,807,743,2458.44,50.0,3704.85
141,2,1,183,2966,2380,2841.14,440.0,13891.18
2,3,2,338,4205,2660,3398.2,1993.0,14101.21
342,1,3,15,19330,15730,2900.22,3236.0,11236.18
452,1,3,677,10948,10104,3572.24,7738.0,3357.62
146,1,2,1384,19897,17528,4701.74,68.0,0.0
343,2,1,902,10207,9644,490.12,9231.0,0.0
164,2,1,1219,16383,2203,6.6,1347.0,9.19
404,2,1,514,6728,580,3348.94,176.0,6870.32
368,1,2,1389,14530,7354,1120.86,5569.0,1291.09
50,1,1,661,14351,9956,1997.0,4290.0,7287.79
176,1,3,1337,8848,589,4211.78,230.0,12118.88
209,1,3,453,8655,5936,3816.7,582.0,0.0
25,1,1,240,15058,14620,71.45,3603.0,213.05
380,1,1,1369,18254,16543,4602.68,0.0,10767.8
214,1,1,683,16321,10769,2115.57,3980.0,0.0
346,3,2,1048,16047,15776,2754.98,707.0,0.0
246,3,3,599,11731,8800,1618.58,308.0,5453.11
75,2,1,488,13901,3907,1253.22,276.0,1565.62
400,3,2,836,10561,1717,4563.3,460.0,15688.22
382,1,1,869,6255,238,4991.34,143.0,0.0
358,2,3,1112,19262,1535,1662.81,596.0,0.0
122,1,3,1209,7506,5083,2510.74,4264.0,8429.77
13,2,3,444,16016,9436,211.75,6023.0,576.57
416,3,2,43,13397,11284,1871.32,0.0,4235.97
204,2,3,828,2520,2407,2734.33,810.0,7738.8
67,3,2,1204,6421,3052,416.51,15.0,456.76
241,3,3,547,19396,17952,160.65,12667.0,666.88
222,2,2,108,1436,414,499.68,97.0,760.02
311,3,2,1401,10082,1097,277.33,263.0,1349.61
375,2,2,836,10114,3157,716.55,2338.0,1272.22
257,2,3,10,19885,15203,700.2,10503.0,827.38
417,1,1,1046,5719,1220,3766.49,273.0,9180.25
421,1,1,449,12726,2697,1712.5,358.0,0.0
35,2,2,259,16893,15535,2976.87,14051.0,3363.54
231,1,2,577,9788,4442,4283.03,0.0,2113.06
374,2,1,1179,3458,3356,2373.23,2497.0,5291.4
265,2,1,1222,3041,1308,4320.58,571.0,0.0
35,3,3,63,14538,11971,956.47,10297.0,3062.37
111,3,1,301,11399,6061,1811.23,0.0,5997.1
453,2,2,351,3260,363,2091.28,238.0,10450.74
142,1,2,332,15941,6312,1867.34,2894.0,4575.38
429,3,3,1121,12652,7838,2246.83,6077.0,3354.39
247,2,2,1167,16945,3314,3746.45,2526.0,17823.73
442,1,3,1183,6382,1750,831.08,803.0,2166.35
267,2,2,167,10494,1169,229.17,614.0,642.2
68,2,2,65,8066,1181,1011.08,0.0,3219.78
345,1,2,147,18595,972,3818.02,360.0,0.0
381,2,3,1070,12953,6975,488.05,975.0,992.06
416,3,3,266,10841,9751,4523.19,7483.0,0.0
367,1,1,808,15412,3859,2289.07,1255.0,6611.5
346,1,3,115,9989,7546,779.3,0.0,3148.43
315,2,3,1289,5029,2774,3206.0,588.0,12551.3
270,2,1,685,14340,11837,4682.38,8787.0,3640.84
439,1,1,15,18510,8330,2430.02,4193.0,7904.55
448,3,1,1066,19562,5546,436.12,4490.0,875.97
153,1,2,652,10677,1225,325.86,755.0,568.61
157,1,1,324,15763,6084,4656.12,5027.0,1575.48
334,3,1,442,13162,1897,3693.74,1488.0,0.0
102,1,3,275,13936,10019,4905.19,8414.0,0.0
323,1,3,1260,11233,10192,3495.97,948.0,14591.09
199,2,3,789,19623,8229,709.43,4566.0,78.63
97,3,1,422,11561,1061,4590.96,501.0,17564.79
34,3,3,1033,15611,14230,2859.73,2039.0,11808.73
400,1,2,1384,14312,5735,3953.03,3612.0,16545.79
9,3,3,893,18417,8002,4444.44,1699.0,297.88
184,1,3,817,10620,4939,4489.16,3733.0,0.0
289,2,3,1100,15628,11162,2647.41,8265.0,8244.42
135,1,1,1079,2806,160,888.28,134.0,1582.17
146,2,1,1198,19549,15698,2002.95,14594.0,3562.12
420,2,2,743,8652,3699,3057.17,1931.0,0.0
179,1,1,165,6210,4325,1959.1,3976.0,5316.97
67,2,1,1217,19435,12965,172.47,7763.0,827.28
223,2,3,631,18599,6288,4471.68,885.0,4240.22
272,3,1,594,7190,952,4854.7,814.0,14830.47
50,1,2,772,17246,10677,2732.51,5938.0,2502.1
269,1,1,1354,1205,105,386.36,62.0,1327.38
319,3,1,1176,3190,1287,132.27,1262.0,0.0
23,2,2,145,15762,3138,1823.7,3117.0,2110.14
217,3,3,582,17560,15598,432.55,6411.0,0.0
114,3,1,314,19464,8936,4521.55,6466.0,5177.74
263,2,2,412,7749,4142,1040.4,1572.0,2843.67
450,2,2,1035,12333,10963,3353.63,4182.0,4086.69
285,3,1,1019,13714,11726,3870.78,1440.0,5713.82
409,3,1,1312,12769,2036,1336.04,1286.0,3440.19
83,1,3,485,17558,16494,3298.59,6692.0,1649.5
420,1,2,1231,4753,1833,1031.93,1832.0,571.4
336,3,1,119,18390,9978,3541.79,1409.0,2024.04
256,2,2,850,5103,1537,4833.07,1273.0,19360.21
49,3,1,1305,4568,2964,1350.01,2486.0,5883.59
148,1,3,1098,16562,14392,4027.52,7771.0,9328.33
211,1,1,246,15707,1381,4407.78,1079.0,0.0
425,2,3,937,809,0,3762.59,0.0,8074.72
449,3,1,173,15398,11992,1358.84,1233.0,253.55
193,3,3,410,3962,1480,4035.93,0.0,9724.74
54,2,2,1172,18511,1601,276.95,1232.0,948.6
83,3,1,527,8906,1927,4322.14,1176.0,0.0
422,1,1,1178,15007,1574,801.87,175.0,2464.25
225,2,3,745,2570,2321,2480.16,2101.0,1478.73
284,2,1,628,13696,4357,4689.96,1394.0,815.7
409,3,3,862,531,207,2008.73,201.0,0.0
420,2,3,23,8808,4166,2872.83,4014.0,0.0
62,2,3,1089,14008,8817,3755.16,5988.0,8038.85
79,1,3,857,1639,1550,731.16,781.0,1555.99
80,3,1,821,13928,3522,1334.02,2467.0,0.0
133,1,1,387,7447,3984,4481.95,3887.0,14721.06
356,3,2,413,10318,4704,1734.84,0.0,0.0
336,2,1,1400,7407,1505,3229.67,454.0,4045.91
446,3,2,750,184,179,1103.5,122.0,4802.2
268,3,3,321,14992,5961,2258.18,3944.0,1264.28
368,1,1,471,4695,1134,1864.05,79.0,6644.95
365,1,2,639,18328,9047,1488.6,5867.0,1920.62
303,3,2,791,15828,679,2827.66,486.0,7005.13
186,1,1,1127,2347,374,3609.62,232.0,2703.9
300,2,3,1198,11366,1399,1457.01,286.0,3339.96
114,3,1,770,3369,1387,468.19,717.0,2279.71
144,2,2,1149,2573,125,2674.52,77.0,12137.39
349,2,2,1310,10130,7568,902.42,870.0,922.5
98,2,2,1362,15396,8294,2431.04,5549.0,8961.41
49,2,2,1045,5019,4889,1106.35,2577.0,722.58
262,1,2,421,4099,1654,1699.21,851.0,2791.53
63,1,2,39,17763,16192,4640.66,645.0,9834.9
346,3,2,331,7433,1314,238.76,0.0,589.37
333,3,1,675,17489,11603,4387.99,2488.0,6007.11
431,1,1,546,4549,3953,2457.46,2789.0,11651.37
218,1,1,733,12697,10549,2688.85,3879.0,0.0
240,3,1,1243,7773,3324,3841.11,404.0,5968.93
32,1,3,604,10220,553,1614.16,548.0,0.0
85,2,3,924,2736,956,2835.82,176.0,3130.72
3,1,3,984,9608,9262,4688.94,6749.0,0.0
31,1,3,946,4226,1763,1128.43,0.0,2993.29
257,1,1,913,16073,3571,3368.17,1760.0,7701.22
178,2,3,270,9292,5349,552.22,2625.0,2233.78
304,1,1,562,11375,5508,1050.93,1431.0,2195.49
359,3,3,1201,4465,219,2810.07,33.0,10345.34
1,3,2,1223,909,441,4502.96,37.0,0.0
354,2,1,528,4489,544,2177.68,0.0,6844.88
21,2,1,583,8689,6794,2763.34,5291.0,5729.1
221,2,1,818,1210,1005,3783.9,0.0,10821.63
144,3,1,688,13045,2570,2468.85,0.0,5825.72
51,3,3,589,9639,2032,1641.56,1984.0,6555.39
87,1,3,179,13603,10991,2347.77,8503.0,10906.22
90,2,3,270,17477,10978,2640.7,3763.0,5024.8
225,2,2,1401,19724,18361,3429.08,2413.0,2547.59
288,3,1,1240,15455,5826,520.05,974.0,1812.74
261,2,2,1120,658,181,3528.44,0.0,6942.08
155,2,2,876,17261,3059,65.58,2911.0,208.76
112,2,1,334,18196,13383,4118.65,5248.0,14603.85
37,1,1,508,1522,691,1402.15,633.0,0.0
331,1,2,716,8767,4954,4504.27,744.0,12154.9
42,3,2,576,17151,2438,4876.99,833.0,1843.4
319,3,2,638,16212,12411,4455.58,10296.0,0.0
401,2,1,1396,3926,2052,1624.43,631.0,371.4
201,3,2,461,9467,3073,3041.65,0.0,12571.9
214,2,3,799,13170,8777,1513.87,3345.0,4106.9
196,2,3,1019,2812,44,2011.63,27.0,3635.77
314,2,2,579,11080,4274,3442.62,1480.0,10384.55
102,2,1,764,15012,6777,2834.1,3205.0,3849.23
374,1,3,1394,2412,2151,3479.35,427.0,11011.94
132,2,3,551,4549,3617,3852.16,825.0,17401.05
41,1,1,574,3336,2273,1939.65,2226.0,0.0
339,1,2,189,13103,13030,3982.95,2774.0,16847.66
324,1,3,1156,13746,7288,4753.23,6193.0,4563.33
108,1,1,658,1861,566,114.55,109.0,319.59
68,3,3,933,10191,7732,7.13,5759.0,26.8
413,3,1,1183,14705,14252,67.28,13875.0,223.93
12,1,3,1361,12713,12614,4217.41,9321.0,5492.91
84,3,2,452,13044,1376,2159.94,1226.0,0.0
447,2,1,1295,11929,7972,3817.7,1437.0,4539.64
68,3,1,1075,15172,6714,1027.69,2743.0,0.0
256,3,1,875,3086,2590,614.13,1312.0,864.5
22,1,3,607,13820,2291,4340.49,2107.0,7912.07
160,1,1,312,10937,8972,3252.19,6752.0,12436.98
253,3,2,1,11248,5043,4461.85,2257.0,1426.85
406,3,3,910,19278,3185,2954.78,776.0,13875.59
399,2,3,802,11940,8563,1634.23,201.0,0.0
116,2,3,236,13441,54,3592.67,14.0,16534.2
200,3,3,1202,6372,359,1664.5,4.0,7280.21
311,3,3,756,13031,7366,843.51,3677.0,0.0
26,3,3,214,14329,7557,3622.61,2265.0,21.08
444,3,1,1223,13171,4374,1553.52,0.0,7407.21
4,3,2,384,11001,8847,4004.13,4881.0,1258.31
227,3,1,609,12177,166,2201.56,43.0,5398.34
109,3,3,635,9863,2151,613.53,981.0,0.0
337,3,3,107,1925,1037,3155.87,313.0,2539.77
380,2,2,389,17734,13134,2120.75,3814.0,3470.96
219,1,2,97,11608,598,2618.75,260.0,0.0
395,2,1,315,2766,2098,12.77,391.0,12.34
302,2,2,890,11505,4951,1494.1,0.0,1365.41
176,3,1,624,6881,3722,824.73,3693.0,1110.13
337,1,2,111,3824,3520,814.58,1249.0,176.54
122,1,1,419,3240,795,1912.22,271.0,6740.78
202,3,2,437,12437,11234,3154.55,1615.0,2963.33
154,3,2,796,18360,1835,1767.18,803.0,5052.46
81,2,2,31,11820,11766,2416.59,0.0,5942.32
97,1,3,1190,3393,2000,479.88,1565.0,1235.15
185,2,2,687,602,88,4226.68,63.0,10531.87
199,2,3,857,16438,9916,2506.86,2910.0,7724.98
130,2,3,420,170,81,1147.09,50.0,3599.71
162,2,1,330,5136,593,2563.57,13.0,6373.77
125,3,3,918,9670,6467,3594.1,0.0,0.0
284,3,1,1155,11726,8621,2884.55,2751.0,0.0
100,1,1,498,15736,3223,1444.72,1345.0,1489.71
413,3,1,742,17426,14560,4868.04,0.0,11713.56
151,3,3,453,17864,7363,3460.38,5957.0,6169.43
84,1,3,687,4100,3509,3997.56,3237.0,7541.95
258,3,3,109,5877,3204,2727.37,3123.0,7331.51
137,3,1,241,5365,2550,4212.36,1112.0,0.0
435,1,1,178,6122,2554,1213.99,1614.0,916.64
257,1,3,777,17092,6416,1077.27,1621.0,1296.41
339,2,2,852,16579,4714,4852.71,1474.0,3159.66
70,3,3,1329,6762,642,893.66,22.0,1301.65
157,3,1,18,11344,7230,4846.18,611.0,8140.7
429,1,1,504,5032,2417,4140.54,2256.0,18272.32
17,2,2,185,6771,2492,1864.66,0.0,113.63
52,3,3,637,1751,125,395.74,97.0,62.01
284,1,3,725,12259,12255,4356.01,4669.0,12974.23
456,2,3,1180,9209,3140,405.45,2587.0,286.48
243,1,1,336,6080,4153,4159.57,2007.0,18560.68
49,3,3,870,8005,3686,1342.77,728.0,2542.88
435,1,2,872,9746,8678,2834.07,6294.0,7948.06
87,2,1,1301,7398,4010,3783.05,3411.0,5364.42
354,1,2,1252,8644,1611,4150.33,1119.0,13734.05
127,1,3,394,711,394,3411.13,172.0,6191.23
112,3,1,669,19935,19807,1657.46,11117.0,6817.0
401,1,3,589,3408,1161,316.12,793.0,982.75
406,2,1,1394,13527,12872,3123.18,10218.0,0.0
183,3,3,1044,984,960,4100.32,882.0,19739.69
133,2,3,633,6032,1825,3103.54,1259.0,0.0
3,2,2,544,9196,2121,3108.63,23.0,15083.34
78,2,2,1218,13051,1242,4517.91,712.0,0.0
45,3,1,1382,6861,2612,867.31,1691.0,2685.12
436,2,1,312,19942,3860,1585.41,1264.0,5241.29
185,2,3,498,12349,5515,1905.72,2019.0,6814.52
119,3,2,1240,1795,934,3353.99,559.0,12536.01
197,3,1,1087,5983,5619,1585.44,1093.0,6362.61
221,2,3,92,9755,4684,526.09,3632.0,0.0
182,2,1,660,14997,6842,423.9,5550.0,1209.74
120,1,1,928,9691,9176,4664.73,2364.0,1805.52
237,2,1,1212,19514,696,4808.95,222.0,6111.67
193,2,1,1074,18428,1116,4106.27,627.0,6247.9
77,1,3,500,10543,3005,3972.21,339.0,10509.96
124,1,3,138,5970,4561,3225.53,3670.0,10180.94
307,3,3,1188,8614,7906,3652.66,0.0,13623.59
323,1,2,497,7507,316,1390.27,105.0,0.0
453,2,3,513,435,279,1653.7,251.0,7047.86
232,2,3,537,4691,1896,3604.99,1017.0,17277.89
91,1,3,824,13309,2661,1533.24,2069.0,5480.13
153,2,3,983,589,198,3170.18,16.0,14506.64
51,1,1,362,18226,16710,2003.05,4278.0,8107.13
220,3,1,1092,15105,9266,1107.26,153.0,0.0
63,1,1,329,14450,5618,263.37,1495.0,389.48
419,2,2,618,5043,478,3619.84,113.0,6904.69
7,3,1,788,2324,2304,1887.24,569.0,0.0
81,2,1,177,14878,7523,1773.62,1341.0,0.0
40,1,2,109,13668,617,3016.57,0.0,6001.13
141,2,3,863,14860,9974,3880.65,5845.0,1531.83
255,2,3,1242,1634,961,3901.03,93.0,18832.43
335,2,2,1099,16938,11956,3157.89,2434.0,7612.01
259,3,3,554,7170,2022,1596.06,102.0,3929.68
441,2,1,840,4655,2074,3575.16,0.0,7793.3
146,2,3,322,17773,3514,2735.56,262.0,11076.06
428,2,3,708,6495,6352,2166.6,5053.0,672.41
7,2,3,903,7445,4223,2920.19,37.0,11347.17
187,3,1,1013,17425,4715,725.22,1394.0,0.0
23,1,1,325,17383,8325,1761.41,8247.0,1676.44
166,1,2,939,6590,2020,87.74,1408.0,271.07
442,1,2,799,10749,6707,2466.46,4360.0,2231.89
373,1,2,1341,16383,9605,4026.79,4452.0,11385.19
388,3,1,305,8412,227,1243.07,33.0,5113.47
86,2,3,1278,16128,15668,4828.44,7445.0,17412.66
265,3,3,1133,13684,9680,2379.92,4258.0,2798.26
20,2,3,1104,7636,7023,2185.45,1365.0,0.0
387,1,2,1326,17905,15866,3873.62,7521.0,5653.73
189,2,1,1325,11817,6106,4599.51,5238.0,9124.09
71,3,1,665,224,45,131.69,37.0,183.62
147,1,1,344,3501,1242,4031.23,106.0,15060.48
189,1,1,1360,12735,6031,1605.9,1743.0,7888.9
212,3,2,645,18584,2143,1149.95,1481.0,387.67
291,3,2,974,13038,3214,1562.85,1468.0,4077.88
182,1,1,1283,15808,10638,4339.16,2261.0,9851.55
15,2,3,1384,15155,6353,23.2,2319.0,0.0
391,3,3,1136,1154,1023,4603.69,16.0,0.0
133,1,1,235,11819,3083,510.82,1543.0,1609.56
82,2,3,1217,8964,7914,693.7,6284.0,2426.86
169,3,2,901,9033,3534,4777.06,1872.0,18854.48
208,1,2,188,6845,4435,4250.42,743.0,7677.31
351,2,1,976,16592,13444,1676.87,7548.0,5668.7
57,2,3,770,4019,1290,3453.61,148.0,11067.99
83,1,3,1378,17219,2483,4494.06,1239.0,17547.4
79,2,2,1407,2466,1225,487.99,651.0,2364.17
13,1,2,86,19844,18220,2795.05,9589.0,8964.95
72,1,1,923,6688,2435,4069.77,2063.0,3443.35
360,3,1,191,5112,1355,2108.41,1120.0,477.88
274,1,2,106,592,254,1184.01,66.0,3604.64
326,1,2,1363,12326,8202,3549.41,0.0,2999.28
294,1,1,1311,10966,1809,870.32,402.0,3579.86
7,3,2,1227,15732,3233,392.46,2689.0,682.06
260,2,3,1193,18047,3301,2863.88,1041.0,1051.68
212,1,2,857,6503,1814,3250.89,0.0,0.0
92,1,1,514,14227,895,4052.94,152.0,17773.09
367,2,2,171,1349,938,2368.01,0.0,4156.76
212,2,3,456,13223,5339,1439.44,2444.0,2589.78
245,3,3,1311,14512,7127,2577.97,5022.0,5135.98
414,2,2,1129,19837,2516,702.62,1964.0,3038.72
319,1,1,63,16327,14041,1535.41,0.0,6437.8
399,1,1,297,10103,2336,2061.67,1580.0,0.0
166,2,2,159,12663,1415,1518.03,181.0,175.25
60,1,3,1017,1461,838,633.11,45.0,2337.94
237,1,3,1207,18422,14516,1855.77,12432.0,106.64
393,1,2,577,7015,3461,2005.05,1411.0,7101.62
224,3,3,3,10640,2870,65.67,2391.0,243.9
417,1,3,329,1017,594,3625.68,308.0,3150.73
251,2,3,1099,660,291,875.39,213.0,2564.92
202,1,1,554,12289,11909,4787.45,4734.0,4986.07
433,1,2,912,4221,3671,3034.73,845.0,0.0
113,1,2,794,15325,13480,3310.05,7120.0,4535.11
26,2,3,1369,3361,1419,918.31,815.0,0.0
438,2,3,500,56,21,2728.66,14.0,7817.52
86,3,1,16,7115,2719,4390.95,259.0,4999.42
204,3,2,365,17645,14357,3190.28,0.0,15924.21
358,2,1,1310,7228,1108,224.08,489.0,1067.6
383,1,1,118,11464,7699,3907.22,5860.0,15428.25
216,3,3,68,12703,2779,3844.57,1418.0,13345.98
252,1,1,1345,917,156,1925.7,41.0,0.0
71,1,1,135,10892,3253,2892.8,2968.0,2438.65
369,3,2,355,13489,7562,274.79,607.0,770.44
162,3,2,1129,5622,3121,669.36,2350.0,1274.0
325,3,3,609,4887,2990,4395.16,0.0,8170.62
194,1,3,1066,19693,4054,673.78,0.0,2025.38
300,1,2,200,3827,1403,4806.17,116.0,218.54
103,3,2,1012,8936,601,237.74,91.0,76.6
223,3,3,49,14370,5368,743.5,4375.0,694.31
439,1,1,1328,2500,1056,3525.41,15.0,12279.12
453,2,1,661,19943,19070,4663.99,2332.0,22564.36
209,2,1,144,5194,4605,1040.23,1116.0,2734.71
454,3,2,298,17490,5305,3371.46,0.0,14075.76
65,2,2,516,11114,5691,3505.34,4479.0,11607.01
30,3,2,79,761,359,4022.67,0.0,11515.96
396,1,3,327,11685,9308,4460.13,7108.0,22254.03
19,2,2,629,13795,7552,4692.33,3264.0,20380.99
124,3,3,988,15898,2732,1413.91,1872.0,6606.71
141,3,2,1066,1940,319,2869.59,0.0,0.0
109,2,2,380,14743,1368,382.22,178.0,263.32
194,3,3,895,4182,153,687.75,28.0,3141.67
343,2,1,415,11525,6686,2913.01,5224.0,12.49
321,3,1,1224,10492,4499,2475.46,2180.0,5078.48
324,1,2,1220,18815,17771,4479.55,11495.0,6927.8
397,1,1,425,6440,6199,3147.8,3543.0,11548.27
150,1,3,488,7582,820,65.61,656.0,255.83
291,1,1,198,8900,717,4818.9,593.0,9102.89
187,2,1,1386,10487,2813,4090.56,1237.0,14970.26
129,1,3,988,6362,5119,1430.44,4014.0,0.0
397,3,1,128,315,158,2873.55,96.0,11044.91
291,1,3,87,547,451,4096.85,0.0,0.0
158,1,2,216,13264,6132,919.56,1611.0,0.0
364,1,2,395,11573,10566,728.47,2555.0,1397.67
158,3,2,1382,7985,4508,1140.84,568.0,3365.55
438,2,1,553,1795,395,2963.39,161.0,306.15
337,3,1,371,18610,13622,1058.08,12491.0,355.67
33,1,1,1351,16149,14268,3829.33,13977.0,7819.85
261,2,3,254,5951,2835,3213.67,1313.0,6658.45
404,1,3,891,7951,610,1221.83,328.0,5807.63
68,2,2,331,15425,4901,233.89,1696.0,969.06
380,3,1,1308,13567,10967,4518.66,5982.0,0.0
389,2,3,1002,2099,1242,426.25,517.0,1893.24
244,2,3,1271,13361,1040,1067.25,522.0,4250.86
59,3,2,1041,15193,10780,1280.54,1381.0,1279.93
267,3,1,625,11576,5439,3721.52,2251.0,18601.92
381,2,1,700,9260,4311,1717.95,1623.0,1026.32
323,2,3,478,11618,8352,296.36,5914.0,681.66
137,1,2,949,3084,2045,60.84,760.0,109.21
428,1,1,504,5578,5197,2893.59,3896.0,1957.51
53,2,2,260,12238,11402,1090.08,2694.0,2912.5
176,2,1,1197,2226,292,4607.63,58.0,16038.55
435,3,3,291,2401,749,2857.24,743.0,8420.9
5,2,1,284,5118,4163,2220.58,827.0,140.12
147,1,2,1231,5880,2233,4424.29,1013.0,20006.75
336,3,1,853,18161,59,2697.58,33.0,1353.03
372,3,2,312,6458,959,917.14,597.0,4198.38
382,2,3,395,9260,7636,785.81,4187.0,2607.76
456,3,1,811,500,458,640.77,49.0,1976.95
393,2,1,1023,7944,2051,1213.47,1704.0,5116.97
315,2,1,396,12490,1759,2879.55,1370.0,14263.79
269,3,3,935,11036,4012,2268.74,2092.0,1677.86
413,1,2,61,1265,935,4838.31,781.0,4843.73
303,2,3,778,5424,190,3357.25,77.0,8395.79
239,2,2,587,6121,2773,1162.97,108.0,412.65
417,2,3,1233,11544,4075,4075.14,490.0,94.71
311,2,2,1386,13090,372,4931.65,331.0,7775.37
39,3,1,862,13499,10352,2188.26,5300.0,548.91
141,3,2,264,4757,2114,2951.08,1554.0,13786.41
209,1,3,719,15151,10330,3787.68,38.0,9602.59
171,2,2,1179,16597,5723,3152.17,1576.0,10342.8
357,3,2,126,18979,15546,1904.44,3953.0,575.43
189,3,1,1229,8390,6958,448.04,5442.0,1751.51
151,3,3,1177,16141,10605,2490.74,7939.0,112.13
228,3,1,271,19553,16766,1278.22,7790.0,4684.48
361,3,1,57,1262,1020,2433.05,687.0,8913.3
415,2,1,648,6949,2205,1550.13,429.0,5794.12
424,3,2,1189,2535,618,4566.13,169.0,0.0
412,1,3,289,13887,2293,3884.4,0.0,12113.93
419,2,2,362,17977,9939,2700.54,7704.0,13471.66
86,3,2,953,9249,5407,1081.6,5098.0,5224.19
356,1,3,61,19668,5952,4834.94,5106.0,23949.27
33,3,3,138,3711,1783,3423.61,1586.0,7948.51
